breed_group,primary_breed,bite_code,bite_severity,gender
DACHSHUND,DACHSHUND,0,SNGLNIP,U
DACHSHUND,DACHSHUND LH,0,SNGLNIP,F
DACHSHUND,DACHSHUND LH,0,SNGLNIP,N
DACHSHUND,DACHSHUND LH,0,SNGLNIP,N
DACHSHUND,DACHSHUND WH,0,SNGLNIP,N
DACHSHUND,DACHSHUND,1,SNGLB,M
DACHSHUND,DACHSHUND,1,SNGLB,M
DACHSHUND,DACHSHUND,1,SNGLB,M
DACHSHUND,DACHSHUND,1,SNGLB,N
DACHSHUND,DACHSHUND,1,SNGLB,N
DACHSHUND,DACHSHUND,1,SNGLB,N
DACHSHUND,DACHSHUND,1,SNGLB,S
DACHSHUND,DACHSHUND,1,SNGLB,U
DACHSHUND,DACHSHUND,1,SNGLB,N
DACHSHUND,DACHSHUND,1,SNGLB,N
DACHSHUND,DACHSHUND,1,SNGLB,N
DACHSHUND,DACHSHUND,1,SNGLB,N
DACHSHUND,DACHSHUND,1,SNGLB,N
DACHSHUND,DACHSHUND LH,1,SNGLB,U
DACHSHUND,DACHSHUND,2,PROLONGB,M
DACHSHUND,DACHSHUND,2,PROLONGB,U
DACHSHUND,DACHSHUND,2,PROLONGB,U
DACHSHUND,DACHSHUND,2,PROLONGB,S
DACHSHUND,DACHSHUND,2,PROLONGB,N
DACHSHUND,DACHSHUND,2,PROLONGB,S
DACHSHUND,DACHSHUND,2,PROLONGB,U
DACHSHUND,DACHSHUND LH,2,PROLONGB,M
DACHSHUND,DACHSHUND,9,UNKNOWN,S
DALMATIAN,DALMATIAN,1,SNGLB,N
DALMATIAN,DALMATIAN,1,SNGLB,N
DALMATIAN,DALMATIAN,2,PROLONGB,S
DOBERMAN PINSCH,DOBERMAN PINSCH,0,SNGLNIP,F
DOBERMAN PINSCH,DOBERMAN PINSCH,0,SNGLNIP,F
DOBERMAN PINSCH,DOBERMAN PINSCH,0,SNGLNIP,M
DOBERMAN PINSCH,DOBERMAN PINSCH,0,SNGLNIP,N
DOBERMAN PINSCH,DOBERMAN PINSCH,0,SNGLNIP,F
DOBERMAN PINSCH,DOBERMAN PINSCH,1,SNGLB,F
DOBERMAN PINSCH,DOBERMAN PINSCH,1,SNGLB,F
DOBERMAN PINSCH,DOBERMAN PINSCH,1,SNGLB,F
DOBERMAN PINSCH,DOBERMAN PINSCH,1,SNGLB,F
DOBERMAN PINSCH,DOBERMAN PINSCH,1,SNGLB,M
DOBERMAN PINSCH,DOBERMAN PINSCH,1,SNGLB,M
DOBERMAN PINSCH,DOBERMAN PINSCH,1,SNGLB,N
DOBERMAN PINSCH,DOBERMAN PINSCH,1,SNGLB,N
DOBERMAN PINSCH,DOBERMAN PINSCH,1,SNGLB,N
DOBERMAN PINSCH,DOBERMAN PINSCH,1,SNGLB,U
DOBERMAN PINSCH,DOBERMAN PINSCH,2,PROLONGB,N
DOBERMAN PINSCH,DOBERMAN PINSCH,3,MULTIB,M
DOBERMAN PINSCH,DOBERMAN PINSCH,9,UNKNOWN,U
DOGO ARGENTINO,DOGO ARGENTINO,1,SNGLB,S
DOGO ARGENTINO,DOGO ARGENTINO,3,MULTIB,U
DOGO ARGENTINO,DOGO ARGENTINO,4,MAULING,S
DOGUE DE BORDX,DOGUE DE BORDX,1,SNGLB,N
DOGUE DE BORDX,DOGUE DE BORDX,2,PROLONGB,M
DUTCH SHEEPDOG,DUTCH SHEEPDOG,2,PROLONGB,N
DUTCH SHEPHERD,DUTCH SHEPHERD,1,SNGLB,N
DUTCH SHEPHERD,DUTCH SHEPHERD,9,UNKNOWN,S
ENG BULLDOG,ENG BULLDOG,1,SNGLB,F
ENG BULLDOG,ENG BULLDOG,1,SNGLB,N
ENG BULLDOG,ENG BULLDOG,1,SNGLB,N
ENG BULLDOG,ENG BULLDOG,1,SNGLB,N
ENG BULLDOG,ENG BULLDOG,1,SNGLB,U
ENG BULLDOG,ENG BULLDOG,1,SNGLB,M
ENG BULLDOG,ENG BULLDOG,2,PROLONGB,N
ENG BULLDOG,ENG BULLDOG,2,PROLONGB,N
ENG COCKER SPAN,ENG COCKER SPAN,1,SNGLB,N
ENG POINTER,ENG POINTER,9,UNKNOWN,S
ENG SHEPHERD,ENG SHEPHERD,1,SNGLB,N
ENG SPRNGR SPAN,ENG SPRNGR SPAN,1,SNGLB,F
ENG SPRNGR SPAN,ENG SPRNGR SPAN,1,SNGLB,N
FLAT COAT RETR,FLAT COAT RETR,0,SNGLNIP,S
FOX TERR SMOOTH,FOX TERR SMOOTH,0,SNGLNIP,M
FOX TERR SMOOTH,FOX TERR SMOOTH,0,SNGLNIP,S
FOX TERR SMOOTH,FOX TERR SMOOTH,0,SNGLNIP,U
FOX TERR SMOOTH,FOX TERR SMOOTH,0,SNGLNIP,N
FOX TERR SMOOTH,FOX TERR SMOOTH,0,SNGLNIP,U
FOX TERR SMOOTH,FOX TERR SMOOTH,1,SNGLB,F
FOX TERR SMOOTH,FOX TERR SMOOTH,1,SNGLB,M
FOX TERR SMOOTH,FOX TERR SMOOTH,1,SNGLB,U
FOX TERR SMOOTH,FOX TERR SMOOTH,1,SNGLB,N
FOX TERR SMOOTH,FOX TERR SMOOTH,1,SNGLB,N
FOX TERR SMOOTH,FOX TERR SMOOTH,1,SNGLB,S
FOX TERR SMOOTH,FOX TERR SMOOTH,3,MULTIB,U
FOX TERR SMOOTH,FOX TERR SMOOTH,9,UNKNOWN,N
FOX TERR WIRE,FOX TERR WIRE,0,SNGLNIP,S
FOX TERR WIRE,FOX TERR WIRE,1,SNGLB,S
FOX TERR WIRE,FOX TERR WIRE,1,SNGLB,U
FOX TERR WIRE,FOX TERR WIRE,1,SNGLB,M
FOX TERR WIRE,FOX TERR WIRE,1,SNGLB,M
FOX TERR WIRE,FOX TERR WIRE,1,SNGLB,M
FOX TERR WIRE,FOX TERR WIRE,2,PROLONGB,F
FRENCH BULLDOG,FRENCH BULLDOG,0,SNGLNIP,M
FRENCH BULLDOG,FRENCH BULLDOG,0,SNGLNIP,N
FRENCH BULLDOG,FRENCH BULLDOG,0,SNGLNIP,N
FRENCH BULLDOG,FRENCH BULLDOG,0,SNGLNIP,S
FRENCH BULLDOG,FRENCH BULLDOG,0,SNGLNIP,S
FRENCH BULLDOG,FRENCH BULLDOG,0,SNGLNIP,S
FRENCH BULLDOG,FRENCH BULLDOG,0,SNGLNIP,U
FRENCH BULLDOG,FRENCH BULLDOG,0,SNGLNIP,U
FRENCH BULLDOG,FRENCH BULLDOG,1,SNGLB,M
FRENCH BULLDOG,FRENCH BULLDOG,1,SNGLB,M
FRENCH BULLDOG,FRENCH BULLDOG,1,SNGLB,M
FRENCH BULLDOG,FRENCH BULLDOG,1,SNGLB,M
FRENCH BULLDOG,FRENCH BULLDOG,1,SNGLB,M
FRENCH BULLDOG,FRENCH BULLDOG,1,SNGLB,N
FRENCH BULLDOG,FRENCH BULLDOG,1,SNGLB,S
FRENCH BULLDOG,FRENCH BULLDOG,1,SNGLB,U
FRENCH BULLDOG,FRENCH BULLDOG,1,SNGLB,U
FRENCH BULLDOG,FRENCH BULLDOG,1,SNGLB,U
FRENCH BULLDOG,FRENCH BULLDOG,1,SNGLB,U
FRENCH BULLDOG,FRENCH BULLDOG,2,PROLONGB,N
FRENCH BULLDOG,FRENCH BULLDOG,3,MULTIB,F
FRENCH BULLDOG,FRENCH BULLDOG,4,MAULING,N
FRENCH BULLDOG,FRENCH BULLDOG,9,UNKNOWN,U
GERM SH POINT,GERM SH POINT,1,SNGLB,N
GERM SH POINT,GERM SH POINT,2,PROLONGB,N
GERM SH POINT,GERM SH POINT,3,MULTIB,F
GERM SH POINT,GERM SH POINT,9,UNKNOWN,N
GERM SHEPHERD,GERM SHEPHERD,0,SNGLNIP,F
GERM SHEPHERD,GERM SHEPHERD,0,SNGLNIP,F
GERM SHEPHERD,GERM SHEPHERD,0,SNGLNIP,F
GERM SHEPHERD,GERM SHEPHERD,0,SNGLNIP,M
GERM SHEPHERD,GERM SHEPHERD,0,SNGLNIP,M
GERM SHEPHERD,GERM SHEPHERD,0,SNGLNIP,M
GERM SHEPHERD,GERM SHEPHERD,0,SNGLNIP,M
GERM SHEPHERD,GERM SHEPHERD,0,SNGLNIP,M
GERM SHEPHERD,GERM SHEPHERD,0,SNGLNIP,M
GERM SHEPHERD,GERM SHEPHERD,0,SNGLNIP,M
GERM SHEPHERD,GERM SHEPHERD,0,SNGLNIP,N
GERM SHEPHERD,GERM SHEPHERD,0,SNGLNIP,N
GERM SHEPHERD,GERM SHEPHERD,0,SNGLNIP,N
GERM SHEPHERD,GERM SHEPHERD,0,SNGLNIP,N
GERM SHEPHERD,GERM SHEPHERD,0,SNGLNIP,N
GERM SHEPHERD,GERM SHEPHERD,0,SNGLNIP,S
GERM SHEPHERD,GERM SHEPHERD,0,SNGLNIP,S
GERM SHEPHERD,GERM SHEPHERD,0,SNGLNIP,U
GERM SHEPHERD,GERM SHEPHERD,0,SNGLNIP,U
GERM SHEPHERD,GERM SHEPHERD,0,SNGLNIP,U
GERM SHEPHERD,GERM SHEPHERD,0,SNGLNIP,U
GERM SHEPHERD,GERM SHEPHERD,0,SNGLNIP,U
GERM SHEPHERD,GERM SHEPHERD,0,SNGLNIP,U
GERM SHEPHERD,GERM SHEPHERD,0,SNGLNIP,U
GERM SHEPHERD,GERM SHEPHERD,0,SNGLNIP,U
GERM SHEPHERD,GERM SHEPHERD,0,SNGLNIP,F
GERM SHEPHERD,GERM SHEPHERD,0,SNGLNIP,M
GERM SHEPHERD,GERM SHEPHERD,0,SNGLNIP,M
GERM SHEPHERD,GERM SHEPHERD,0,SNGLNIP,M
GERM SHEPHERD,GERM SHEPHERD,0,SNGLNIP,M
GERM SHEPHERD,GERM SHEPHERD,0,SNGLNIP,N
GERM SHEPHERD,GERM SHEPHERD,0,SNGLNIP,N
GERM SHEPHERD,GERM SHEPHERD,0,SNGLNIP,S
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,F
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,F
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,F
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,F
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,F
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,F
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,F
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,F
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,F
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,M
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,M
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,M
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,M
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,M
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,M
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,M
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,M
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,M
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,M
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,M
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,M
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,M
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,N
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,N
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,N
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,N
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,N
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,N
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,N
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,N
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,N
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,N
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,N
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,N
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,N
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,N
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,N
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,S
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,S
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,S
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,S
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,S
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,S
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,S
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,S
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,S
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,S
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,U
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,U
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,U
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,U
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,U
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,U
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,U
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,U
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,U
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,U
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,U
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,U
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,U
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,U
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,U
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,U
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,U
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,U
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,N
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,N
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,N
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,N
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,M
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,F
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,F
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,M
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,M
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,M
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,N
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,N
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,N
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,N
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,N
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,N
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,N
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,N
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,N
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,S
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,U
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,U
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,U
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,U
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,N
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,F
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,M
GERM SHEPHERD,GERM SHEPHERD,1,SNGLB,S
GERM SHEPHERD,GERM SHEPHERD,2,PROLONGB,F
GERM SHEPHERD,GERM SHEPHERD,2,PROLONGB,F
GERM SHEPHERD,GERM SHEPHERD,2,PROLONGB,F
GERM SHEPHERD,GERM SHEPHERD,2,PROLONGB,F
GERM SHEPHERD,GERM SHEPHERD,2,PROLONGB,M
GERM SHEPHERD,GERM SHEPHERD,2,PROLONGB,M
GERM SHEPHERD,GERM SHEPHERD,2,PROLONGB,M
GERM SHEPHERD,GERM SHEPHERD,2,PROLONGB,N
GERM SHEPHERD,GERM SHEPHERD,2,PROLONGB,N
GERM SHEPHERD,GERM SHEPHERD,2,PROLONGB,S
GERM SHEPHERD,GERM SHEPHERD,2,PROLONGB,S
GERM SHEPHERD,GERM SHEPHERD,2,PROLONGB,S
GERM SHEPHERD,GERM SHEPHERD,2,PROLONGB,S
GERM SHEPHERD,GERM SHEPHERD,2,PROLONGB,U
GERM SHEPHERD,GERM SHEPHERD,2,PROLONGB,U
GERM SHEPHERD,GERM SHEPHERD,2,PROLONGB,U
GERM SHEPHERD,GERM SHEPHERD,2,PROLONGB,U
GERM SHEPHERD,GERM SHEPHERD,2,PROLONGB,U
GERM SHEPHERD,GERM SHEPHERD,2,PROLONGB,U
GERM SHEPHERD,GERM SHEPHERD,2,PROLONGB,S
GERM SHEPHERD,GERM SHEPHERD,2,PROLONGB,U
GERM SHEPHERD,GERM SHEPHERD,2,PROLONGB,F
GERM SHEPHERD,GERM SHEPHERD,2,PROLONGB,N
GERM SHEPHERD,GERM SHEPHERD,2,PROLONGB,S
GERM SHEPHERD,GERM SHEPHERD,2,PROLONGB,S
GERM SHEPHERD,GERM SHEPHERD,2,PROLONGB,S
GERM SHEPHERD,GERM SHEPHERD,2,PROLONGB,U
GERM SHEPHERD,GERM SHEPHERD,3,MULTIB,N
GERM SHEPHERD,GERM SHEPHERD,3,MULTIB,N
GERM SHEPHERD,GERM SHEPHERD,3,MULTIB,N
GERM SHEPHERD,GERM SHEPHERD,3,MULTIB,N
GERM SHEPHERD,GERM SHEPHERD,3,MULTIB,N
GERM SHEPHERD,GERM SHEPHERD,3,MULTIB,S
GERM SHEPHERD,GERM SHEPHERD,3,MULTIB,S
GERM SHEPHERD,GERM SHEPHERD,3,MULTIB,N
GERM SHEPHERD,GERM SHEPHERD,3,MULTIB,N
GERM SHEPHERD,GERM SHEPHERD,3,MULTIB,M
GERM SHEPHERD,GERM SHEPHERD,3,MULTIB,F
GERM SHEPHERD,GERM SHEPHERD,3,MULTIB,N
GERM SHEPHERD,GERM SHEPHERD,3,MULTIB,N
GERM SHEPHERD,GERM SHEPHERD,3,MULTIB,N
GERM SHEPHERD,GERM SHEPHERD,3,MULTIB,N
GERM SHEPHERD,GERM SHEPHERD,3,MULTIB,N
GERM SHEPHERD,GERM SHEPHERD,3,MULTIB,U
GERM SHEPHERD,GERM SHEPHERD,3,MULTIB,N
GERM SHEPHERD,GERM SHEPHERD,4,MAULING,N
GERM SHEPHERD,GERM SHEPHERD,4,MAULING,U
GERM SHEPHERD,GERM SHEPHERD,4,MAULING,F
GERM SHEPHERD,GERM SHEPHERD,9,UNKNOWN,F
GERM SHEPHERD,GERM SHEPHERD,9,UNKNOWN,F
GERM SHEPHERD,GERM SHEPHERD,9,UNKNOWN,F
GERM SHEPHERD,GERM SHEPHERD,9,UNKNOWN,M
GERM SHEPHERD,GERM SHEPHERD,9,UNKNOWN,N
GERM SHEPHERD,GERM SHEPHERD,9,UNKNOWN,N
GERM SHEPHERD,GERM SHEPHERD,9,UNKNOWN,N
GERM SHEPHERD,GERM SHEPHERD,9,UNKNOWN,N
GERM SHEPHERD,GERM SHEPHERD,9,UNKNOWN,S
GERM SHEPHERD,GERM SHEPHERD,9,UNKNOWN,U
GERM SHEPHERD,GERM SHEPHERD,9,UNKNOWN,U
GERM SHEPHERD,GERM SHEPHERD,9,UNKNOWN,U
GERM SHEPHERD,GERM SHEPHERD,9,UNKNOWN,U
GERM SHEPHERD,GERM SHEPHERD,9,UNKNOWN,F
GERM SHEPHERD,GERM SHEPHERD,9,UNKNOWN,S
GERM SHEPHERD,GERM SHEPHERD,9,UNKNOWN,N
GERM SHEPHERD,GERM SHEPHERD,9,UNKNOWN,N
GERM SHEPHERD,GERM SHEPHERD,9,UNKNOWN,N
GERM SHEPHERD,GERM SHEPHERD,9,UNKNOWN,N
GERM SHEPHERD,GERM SHEPHERD,9,UNKNOWN,S
GERM SHEPHERD,GERM SHEPHERD,9,UNKNOWN,S
GERM SHEPHERD,GERM SHEPHERD,9,UNKNOWN,S
GERM SHEPHERD,GERM SHEPHERD,9,UNKNOWN,N
GERM SHEPHERD,GERM SHEPHERD,9,UNKNOWN,N
GERM WH POINT,GERM WH POINT,4,MAULING,N
GERMAN PINSCHER,GERMAN PINSCHER,3,MULTIB,F
GOLDEN RETR,GOLDEN RETR,0,SNGLNIP,M
GOLDEN RETR,GOLDEN RETR,0,SNGLNIP,N
GOLDEN RETR,GOLDEN RETR,0,SNGLNIP,N
GOLDEN RETR,GOLDEN RETR,0,SNGLNIP,U
GOLDEN RETR,GOLDEN RETR,0,SNGLNIP,U
GOLDEN RETR,GOLDEN RETR,1,SNGLB,F
GOLDEN RETR,GOLDEN RETR,1,SNGLB,F
GOLDEN RETR,GOLDEN RETR,1,SNGLB,M
GOLDEN RETR,GOLDEN RETR,1,SNGLB,M
GOLDEN RETR,GOLDEN RETR,1,SNGLB,M
GOLDEN RETR,GOLDEN RETR,1,SNGLB,N
GOLDEN RETR,GOLDEN RETR,1,SNGLB,N
GOLDEN RETR,GOLDEN RETR,1,SNGLB,N
GOLDEN RETR,GOLDEN RETR,1,SNGLB,N
GOLDEN RETR,GOLDEN RETR,1,SNGLB,S
GOLDEN RETR,GOLDEN RETR,1,SNGLB,U
GOLDEN RETR,GOLDEN RETR,1,SNGLB,U
GOLDEN RETR,GOLDEN RETR,1,SNGLB,U
GOLDEN RETR,GOLDEN RETR,1,SNGLB,U
GOLDEN RETR,GOLDEN RETR,1,SNGLB,U
GOLDEN RETR,GOLDEN RETR,1,SNGLB,F
GOLDEN RETR,GOLDEN RETR,1,SNGLB,N
GOLDEN RETR,GOLDEN RETR,1,SNGLB,N
GOLDEN RETR,GOLDEN RETR,1,SNGLB,N
GOLDEN RETR,GOLDEN RETR,1,SNGLB,M
GOLDEN RETR,GOLDEN RETR,2,PROLONGB,S
GOLDEN RETR,GOLDEN RETR,2,PROLONGB,N
GOLDEN RETR,GOLDEN RETR,2,PROLONGB,F
GOLDEN RETR,GOLDEN RETR,2,PROLONGB,N
GOLDEN RETR,GOLDEN RETR,2,PROLONGB,N
GOLDEN RETR,GOLDEN RETR,3,MULTIB,U
GOLDEN RETR,GOLDEN RETR,3,MULTIB,N
GOLDEN RETR,GOLDEN RETR,9,UNKNOWN,N
GOLDEN RETR,GOLDEN RETR,9,UNKNOWN,S
GOLDEN RETR,GOLDEN RETR,9,UNKNOWN,S
GOLDEN RETR,GOLDEN RETR,9,UNKNOWN,U
GOLDEN RETR,GOLDEN RETR,9,UNKNOWN,N
GREAT DANE,GREAT DANE,0,SNGLNIP,N
GREAT DANE,GREAT DANE,1,SNGLB,M
GREAT DANE,GREAT DANE,1,SNGLB,M
GREAT DANE,GREAT DANE,1,SNGLB,N
GREAT DANE,GREAT DANE,1,SNGLB,N
GREAT DANE,GREAT DANE,2,PROLONGB,U
GREAT PYRENEES,GREAT PYRENEES,0,SNGLNIP,M
GREAT PYRENEES,GREAT PYRENEES,1,SNGLB,M
GREAT PYRENEES,GREAT PYRENEES,1,SNGLB,M
GREAT PYRENEES,GREAT PYRENEES,2,PROLONGB,S
GREAT PYRENEES,GREAT PYRENEES,3,MULTIB,S
GREAT PYRENEESE,GREAT PYRENEESE,1,SNGLB,N
GREYHOUND,GREYHOUND,0,SNGLNIP,M
GREYHOUND,GREYHOUND,1,SNGLB,F
GREYHOUND,GREYHOUND,1,SNGLB,M
GREYHOUND,GREYHOUND,1,SNGLB,U
GREYHOUND,GREYHOUND,3,MULTIB,M
GREYHOUND,GREYHOUND,4,MAULING,N
GREYHOUND,GREYHOUND,4,MAULING,N
GREYHOUND,GREYHOUND,4,MAULING,N
GREYHOUND,GREYHOUND,4,MAULING,N
HAVANESE,HAVANESE,0,SNGLNIP,N
HAVANESE,HAVANESE,1,SNGLB,U
IRISH SETTER,IRISH SETTER,1,SNGLB,U
IRISH SETTER,IRISH SETTER,2,PROLONGB,F
IRISH SETTER,IRISH SETTER,2,PROLONGB,F
IRISH SETTER,IRISH SETTER,2,PROLONGB,F
IRISH SETTER,IRISH SETTER,2,PROLONGB,M
IRISH SETTER,IRISH SETTER,2,PROLONGB,M
IRISH TERRIER,IRISH TERRIER,0,SNGLNIP,N
JACK RUSS TERR,JACK RUSS TERR,0,SNGLNIP,M
JACK RUSS TERR,JACK RUSS TERR,0,SNGLNIP,M
JACK RUSS TERR,JACK RUSS TERR,0,SNGLNIP,N
JACK RUSS TERR,JACK RUSS TERR,0,SNGLNIP,N
JACK RUSS TERR,JACK RUSS TERR,0,SNGLNIP,S
JACK RUSS TERR,JACK RUSS TERR,0,SNGLNIP,S
JACK RUSS TERR,JACK RUSS TERR,0,SNGLNIP,U
JACK RUSS TERR,JACK RUSS TERR,0,SNGLNIP,U
JACK RUSS TERR,JACK RUSS TERR,0,SNGLNIP,U
JACK RUSS TERR,JACK RUSS TERR,0,SNGLNIP,N
JACK RUSS TERR,JACK RUSS TERR,0,SNGLNIP,N
JACK RUSS TERR,JACK RUSS TERR,0,SNGLNIP,N
JACK RUSS TERR,JACK RUSS TERR,0,SNGLNIP,N
JACK RUSS TERR,JACK RUSS TERR,0,SNGLNIP,N
JACK RUSS TERR,JACK RUSS TERR,0,SNGLNIP,N
JACK RUSS TERR,JACK RUSS TERR,0,SNGLNIP,N
JACK RUSS TERR,JACK RUSS TERR,0,SNGLNIP,U
JACK RUSS TERR,JACK RUSS TERR,0,SNGLNIP,N
JACK RUSS TERR,JACK RUSS TERR,0,SNGLNIP,N
JACK RUSS TERR,JACK RUSS TERR,0,SNGLNIP,N
JACK RUSS TERR,JACK RUSS TERR,1,SNGLB,M
JACK RUSS TERR,JACK RUSS TERR,1,SNGLB,M
JACK RUSS TERR,JACK RUSS TERR,1,SNGLB,M
JACK RUSS TERR,JACK RUSS TERR,1,SNGLB,M
JACK RUSS TERR,JACK RUSS TERR,1,SNGLB,N
JACK RUSS TERR,JACK RUSS TERR,1,SNGLB,N
JACK RUSS TERR,JACK RUSS TERR,1,SNGLB,N
JACK RUSS TERR,JACK RUSS TERR,1,SNGLB,N
JACK RUSS TERR,JACK RUSS TERR,1,SNGLB,N
JACK RUSS TERR,JACK RUSS TERR,1,SNGLB,N
JACK RUSS TERR,JACK RUSS TERR,1,SNGLB,S
JACK RUSS TERR,JACK RUSS TERR,1,SNGLB,U
JACK RUSS TERR,JACK RUSS TERR,1,SNGLB,U
JACK RUSS TERR,JACK RUSS TERR,1,SNGLB,U
JACK RUSS TERR,JACK RUSS TERR,1,SNGLB,U
JACK RUSS TERR,JACK RUSS TERR,1,SNGLB,U
JACK RUSS TERR,JACK RUSS TERR,1,SNGLB,N
JACK RUSS TERR,JACK RUSS TERR,1,SNGLB,F
JACK RUSS TERR,JACK RUSS TERR,1,SNGLB,N
JACK RUSS TERR,JACK RUSS TERR,1,SNGLB,N
JACK RUSS TERR,JACK RUSS TERR,1,SNGLB,N
JACK RUSS TERR,JACK RUSS TERR,1,SNGLB,N
JACK RUSS TERR,JACK RUSS TERR,1,SNGLB,N
JACK RUSS TERR,JACK RUSS TERR,1,SNGLB,S
JACK RUSS TERR,JACK RUSS TERR,1,SNGLB,U
JACK RUSS TERR,JACK RUSS TERR,1,SNGLB,N
JACK RUSS TERR,JACK RUSS TERR,1,SNGLB,N
JACK RUSS TERR,JACK RUSS TERR,2,PROLONGB,U
JACK RUSS TERR,JACK RUSS TERR,2,PROLONGB,N
