breed_group,primary_breed,age,modified_age,gender,multi_dog,bad_data
CHIHUAHUA,Chihuahua,U,U,U,F,F
PIT MIX,American Pit Bull Terrier/Pit Bull,U,U,U,F,F
PIT MIX,Pit Bull,5,5,F,F,F
MIX,Mixed/Other,4,4,M,F,F
MIX,CHIHUAHUA / RUSSELL MIX,6,6,S,F,F
MIX,Mixed/Other,U,U,U,F,F
MIX,German Shepherd Crossbreed,3M,0.25,N,F,F
PIT MIX,Pit Bull,4,4,F,F,F
CATAHOULA,CATAHOULA LEOPARD,8,8,S,F,F
PIT MIX,Pit Bull,U,U,U,F,F
PIT MIX,Pit Bull,3,3,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNCERTAIN,U,U,U,F,T
MALTESE,Maltese,U,U,U,F,F
MIX,BOXER MIX,9,9,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
SHARPEI,"Shar-Pei, Chinese",6,6,M,F,F
SHARPEI,"Shar-Pei, Chinese",4,4,F,F,F
POMERANIAN,Pomeranian,U,U,U,F,F
MASTIFF,MASTIFF,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,MIXED,13,13,N,F,F
MIX,Mixed/Other,3,3,M,F,F
MIX,MIXED BREED,7M,0.58,M,F,F
PUG,Pug,10,10,M,F,F
BICHON FRISE,Bichon Frise,6,6,N,F,F
ROTTWEILER,Rottweiler,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,Mixed/Other,4,4,U,F,F
CHIHUAHUA,Chihuahua,15,15,S,F,F
YORKSHIRE TERR,Yorkshire Terrier,1,1,M,F,F
MIX,POODLE / SCHNAUZER MIX,14,14,N,F,F
PIT MIX,Pit Bull,U,U,U,F,F
BULLDOG,Bull dog,U,U,U,F,F
SHIH TZU,Shih Tzu,9,9,N,F,F
POODLE STND,"Poodle, Standard",U,U,U,F,F
AKITA,Akita,4,4,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,American Pit Bull Terrier/Pit Bull,U,U,M,F,F
,,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
MIX,Mixed/Other,5,5,U,F,F
MIX,Mixed/Other,8,8,N,F,F
GERM SHEPHERD,German Shepherd,6,6,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
SHIH TZU,Shih Tzu,U,U,N,F,F
BULLDOG,Bull dog,U,U,F,F,F
PIT MIX,Pit Bull,1,1,F,F,F
CHIHUAHUA,Chihuahua,6,6,S,F,F
HAVANESE,Havanese,10,10,S,F,F
MASTIFF,MASTIFF,U,U,U,F,F
,,U,U,U,F,T
PIT MIX,American Pit Bull Mix / Pit Bull Mix,7,7,S,F,F
NEWFOUNDLAND,Newfoundland,6,6,N,F,F
PIT MIX,PIT BULL X,8M,0.67,S,F,F
PIT MIX,Pit Bull,9,9,M,F,F
TIBETAN TERR,Tibetan Terrier,U,U,U,F,F
MIX,Mixed/Other,3,3,M,F,F
ROTTWEILER,Rottweiler,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,N,F,T
PIT MIX,American Pit Bull Terrier/Pit Bull,2,2,M,F,F
SHARPEI,"Shar-Pei, Chinese",11,11,F,F,F
HAVANESE,Havanese,3,3,N,F,F
PIT MIX,Pit Bull,1,1,M,F,F
PIT MIX,Pit Bull,8,8,M,F,F
PIT MIX,Pit Bull,8,8,F,F,F
LABRADOR RETR,Labrador Retriever,U,U,U,F,F
PIT MIX,Pit Bull,5,5,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
CHOW CHOW,Chow Chow,4,4,F,F,F
,,U,U,U,F,T
MIX,Mixed/Other,2,2,M,F,F
PIT MIX,Pit Bull,3,3,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,Labrador Retriever Crossbreed,2,2,N,F,F
AKITA,Akita,7,7,N,F,F
DOBERMAN PINSCH,Doberman Pinscher,3,3,N,F,F
ROTTWEILER,Rottweiler,9,9,M,F,F
POODLE MIN,"Poodle, Miniature",U,U,U,F,F
,,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
BICHON FRISE,Bichon Frise,4,4,N,F,F
PIT MIX,Pit Bull,U,U,U,F,F
BELG MALINOIS,Belgian Malinois,1,1,M,F,F
GERM SHEPHERD,German Shepherd,4.5,4.42,M,F,F
MIX,Mixed/Other,U,U,F,F,F
GOLDEN RETR,Golden Retriever,6,6,N,F,F
PIT MIX,Pit Bull,21M,1.75,M,F,F
MIX,Collie Crossbreed,7,7,S,F,F
POODLE MIN,"Poodle, Miniature",04M,0.33,M,F,F
MIX,Mixed/Other,U,U,U,F,F
COCKER SPAN,Cocker Spaniel,2,2,N,F,F
,,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
BEAGLE,Beagle,U,U,U,F,F
MIX,Mixed/Other,1,1,F,F,F
PIT MIX,Pit Bull,1,1,M,F,F
LABRADOR RETR,LABRADOR,U,U,U,F,F
PIT MIX,Pit Bull,4,4,M,F,F
MIX,Mixed/Other,5,5,N,F,F
POODLE MIN,"Poodle, Miniature",10,10,S,F,F
TERRIER,TERRIER,U,U,M,F,F
VIZSLA,Vizsla,2,2,N,F,F
PIT MIX,Pit Bull,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
COCKER SPAN,Cocker Spaniel,U,U,M,F,F
SHARPEI,"Shar-Pei, Chinese",U,U,U,F,F
AMER ESKIMO,American Eskimo,6,6,M,F,F
BEAGLE,Beagle,7,7,M,F,F
AUST SHEPHERD,Australian Shepherd,1,1,M,F,F
PIT MIX,American Pit Bull Terrier/Pit Bull,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
LABRADOR RETR,Labrador Retriever,3.5,3.42,S,F,F
SHIH TZU,Shih Tzu,7,7,M,F,F
MIX,Labradoodle,8,8,N,F,F
,,U,U,U,F,T
LABRADOR RETR,LABRADOR,3M,0.25,F,F,F
SHARPEI,"Shar-Pei, Chinese",2,2,F,F,F
CAVALIER SPAN,Cavalier King Charles Spaniel,10M,0.83,M,F,F
PIT MIX,Pit Bull,1,1,N,F,F
SHARPEI,"Shar-Pei, Chinese",U,U,U,F,F
PIT MIX,Pit Bull,3,3,M,F,F
,,U,U,U,F,T
YORKSHIRE TERR,Yorkshire Terrier,5,5,S,F,F
MIX,Mixed/Other,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
BULLDOG,Bull dog,U,U,U,F,F
COCKER SPAN,Cocker Spaniel,8,8,N,F,F
SHIBA INU,Shiba Inu,3,3,N,F,F
SHARPEI,"Shar-Pei, Chinese",4M,0.33,M,F,F
,,U,U,U,F,T
GERM SHEPHERD,German Shepherd,U,U,U,F,F
,,U,U,U,F,T
PIT MIX,Pit Bull,7,7,N,F,F
PIT MIX,Pit Bull,2,2,F,F,F
BULLDOG,Bull dog,U,U,U,F,F
PIT MIX,Pit Bull,13,13,S,F,F
MIX,Mixed/Other,7,7,F,F,F
SHARPEI,"Shar-Pei, Chinese",1,1,F,F,F
MIX,POODLE MIX,4,4,N,F,F
PIT MIX,Pit Bull,U,U,U,F,F
,,U,U,U,F,T
DOBERMAN PINSCH,Doberman Pinscher,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
,,U,U,U,F,T
GERM SHEPHERD,German Shepherd,4,4,M,F,F
CHIHUAHUA,Chihuahua,U,U,U,F,F
CHOW CHOW,Chow Chow,10,10,F,F,F
MIX,Mixed/Other,1,1,M,F,F
SHARPEI,"Shar-Pei, Chinese",U,U,U,F,F
SHARPEI,"Shar-Pei, Chinese",5,5,M,F,F
CHIHUAHUA,Chihuahua,3YRS,3,S,F,F
MIX,SMALL MIXED BREED,9,9,M,F,F
MIX,SMALL MIXED BREED,9,9,M,F,F
YORKSHIRE TERR,Yorkshire Terrier,2,2,N,F,F
CHIHUAHUA,Chihuahua,U,U,F,F,F
PIT MIX,Pit Bull,5YRS,5,S,F,F
SHARPEI,"Shar-Pei, Chinese",11,11,N,F,F
LABRADOR RETR,LABRADOR,U,U,U,F,F
,,U,U,U,F,T
PIT MIX,Pit Bull,9,9,S,F,F
GOLDEN RETR,Golden Retriever,3,3,M,F,F
PIT MIX,Pit Bull,U,U,U,F,F
PIT MIX,Pit Bull,8,8,S,F,F
BOSTON TERRIER,Boston Terrier,12,12,S,F,F
MIX,LARGE MIXED BREED,5,5,M,F,F
PIT MIX,PIT BULL BLUE NOSE,2,2,F,F,F
AUST CATTLE DOG,AUSTRALIAN CATTLE DOG,9,9,N,F,F
,,U,U,U,F,T
,,U,U,U,F,T
MIX,GREAT DANE AND COCKER SPANIEL,U,U,U,F,F
PIT MIX,Pit Bull,3,3,S,F,F
MIX,MALTESE/SHIH TZU MIX,8,8,N,F,F
HAVANESE,Havanese,5,5,N,F,F
BULLDOG,Bull dog,31/2 YRS,3.5,S,F,F
MIX,Mixed/Other,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
MIX,HOUND MIX,9,9,N,F,F
SHARPEI,"Shar-Pei, Chinese",2,2,N,F,F
MIX,MEDIUM MIXED BREED,3,3,F,F,F
MIX,MEDIUM MIXED BREED,3,3,F,F,F
MIX,MEDIUM MIXED BREED,1,1,F,F,F
PIT MIX,Pit Bull,U,U,U,F,F
SHARPEI,"Shar-Pei, Chinese",U,U,U,F,F
PIT MIX,Pit Bull,7,7,N,F,F
MIX,LARGE MIXED BREED,6,6,M,F,F
SHARPEI,"Shar-Pei, Chinese",U,U,U,F,F
SHARPEI,"Shar-Pei, Chinese",7,7,F,F,F
,,U,U,U,F,T
MALTESE,Maltese,U,U,U,F,F
MIX,SMALL MIXED BREED,1,1,N,F,F
GERM SHEPHERD,German Shepherd,1,1,N,F,F
MIX,SMALL MIXED BREED,12,12,M,F,F
MIX,Mixed/Other,1,1,M,F,F
SHARPEI,"Shar-Pei, Chinese",1,1,M,F,F
PIT MIX,Pit Bull,U,U,M,F,F
,,U,U,U,F,T
BULLDOG,Bull dog,2,2,F,F,F
CHIHUAHUA,Chihuahua,U,U,U,F,F
SHARPEI,"Shar-Pei, Chinese",12,12,S,F,F
,,U,U,U,F,T
PIT MIX,Pit Bull,7M,0.58,M,F,F
LABRADOR RETR,Labrador Retriever,U,U,U,F,F
YORKSHIRE TERR,Yorkshire Terrier,U,U,U,F,F
MIX,PITBULL MIX,8,8,N,F,F
UNKNOWN,UNKNOWN,U,U,M,F,T
,,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
MIX,Mixed/Other,1,1,M,F,F
PIT MIX,PIT BULL MIX,1,1,N,F,F
LABRADOR RETR,LABRADOR,U,U,U,F,F
TERRIER,TERRIER,U,U,U,F,F
TERRIER,TERRIER,U,U,U,F,F
CHIHUAHUA,Chihuahua,U,U,U,F,F
MIX,Mixed/Other,1,1,M,F,F
SHIH TZU,Shih Tzu,U,U,U,F,F
SHARPEI,"Shar-Pei, Chinese",10,10,S,F,F
MIX,LARGE MIXED BREED,4,4,F,F,F
MIX,LARGE MIXED BREED,4,4,F,F,F
YORKSHIRE TERR,Yorkshire Terrier,U,U,U,F,F
FRENCH BULLDOG,"Bull Dog, French",3YRS,3,N,F,F
PIT MIX,Pit Bull,3,3,S,F,F
POODLE MIN,"Poodle, Miniature",U,U,U,F,F
,,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
MIX,Labrador Retriever Crossbreed,1,1,N,F,F
MIX,SHEP/TERRIER MIX,1,1,M,F,F
YORKSHIRE TERR,Yorkshire Terrier,10,10,N,F,F
,,U,U,U,F,T
MIX,Mixed/Other,3,3,N,F,F
AKITA,Akita,U,U,U,F,F
MIX,Mixed/Other,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,PITBULL MIX,U,U,F,F,F
GOLDEN RETR,Golden Retriever,1,1,N,F,F
CHIHUAHUA,Chihuahua,4,4,N,F,F
YORKSHIRE TERR,Yorkshire Terrier,6,6,M,F,F
,,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
POODLE STND,"Poodle, Standard",U,U,U,F,F
MIX,SMALL MIXED BREED,8,8,M,F,F
MIX,Mixed/Other,2,2,M,F,F
SHIH TZU,Shih Tzu,8,8,S,F,F
GOLDEN RETR,Golden Retriever,U,U,U,F,F
SHARPEI,"Shar-Pei, Chinese",6,6,S,F,F
MIX,SMALL MIXED BREED,3,3,M,F,F
GREYHOUND,Greyhound,5,5,M,F,F
MIX,PITBULL MIX,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
BULLMASTIFF,"Mastiff, Bull",U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
RHOD RIDGEBACK,Rhodesian Ridgeback,1,1,N,F,F
RAT TERRIER,RAT TERRIER,5,5,N,F,F
LABRADOR RETR,Labrador Retriever,U,U,N,F,F
LABRADOR RETR,Labrador Retriever,U,U,N,F,F
PIT MIX,Pit Bull,U,U,U,F,F
LABRADOR RETR,Labrador Retriever,4,4,F,F,F
PIT MIX,Pit Bull,U,U,U,F,F
MIX,German Shepherd Crossbreed,3,3,N,F,F
,,U,U,U,F,T
SAMOYED,Samoyed,2,2,N,F,F
SHIH TZU,Shih Tzu,11,11,N,F,F
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
,,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
,,U,U,U,F,T
SIBERIAN HUSKY,Siberian Husky,U,U,U,F,F
,,U,U,U,F,T
TERRIER,TERRIER,11,11,S,F,F
,,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
,,U,U,U,F,T
SHIH TZU,Shih Tzu,U,U,U,F,F
BULLDOG,Bull dog,U,U,U,F,F
SHARPEI,SHARPEI,U,U,U,F,F
MIX,LARGE MIXED BREED,11M,0.92,M,F,F
MIX,SMALL MIXED BREED,5,5,U,F,F
MIX,MEDIUM MIXED BREED,4,4,M,F,F
MIX,LARGE MIXED BREED,3,3,F,F,F
MIX,LARGE MIXED BREED,6,6,M,F,F
,,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
GOLDEN RETR,Golden Retriever,U,U,U,F,F
AUST CATTLE DOG,AUSTRALIAN CATTLE DOG,1,1,N,F,F
MIX,BOXER MIX,U,U,M,F,F
,,U,U,U,F,T
MALTESE,Maltese,2,2,N,F,F
,,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
COCKER SPAN,Cocker Spaniel,1,1,N,F,F
SHIH TZU,Shih Tzu,9,9,M,F,F
HAVANESE,Havanese,12,12,N,F,F
SHARPEI,SHARPEI,U,U,U,F,F
MIX,LARGE MIXED BREED,4,4,F,F,F
MIX,LARGE MIXED BREED,6,6,M,F,F
UNKNOWN,UNKNOWN,1,1,N,F,F
PUG,Pug,8,8,S,F,F
FRENCH BULLDOG,"Bull Dog, French",1,1,S,F,F
ROTTWEILER,Rottweiler,U,U,U,F,F
BULLDOG,Bull dog,U,U,U,F,F
MIX,MALTESE MIX,6,6,S,F,F
GERM SHEPHERD,German Shepherd,6,6,M,F,F
UNKNOWN,UNKNOWN,1,1,M,F,F
HAVANESE,Havanese,5,5,S,F,F
PIT MIX,Pit Bull,U,U,U,F,F
PIT MIX,Pit Bull,4,4,S,F,F
UNKNOWN,UNKNOWN,2,2,M,F,F
SHIBA INU,Shiba Inu,5,5,S,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
ENG BULLDOG,"Bull Dog, English",6,6,N,F,F
GERM SHEPHERD,German Shepherd,U,U,U,F,F
YORKSHIRE TERR,YORKIE,5,5,N,F,F
CHIHUAHUA,Chihuahua,U,U,U,F,F
BULLDOG,Bull dog,U,U,U,F,F
BOXER,BOXER,4,4,N,F,F
PIT MIX,Pit Bull,U,U,U,F,F
MIX,MIXED BREED,U,U,F,F,F
AKITA,Akita,1,1,N,F,F
GOLDEN RETR,Golden Retriever,9,9,M,F,F
POODLE STND,"Poodle, Standard",14,14,N,F,F
FRENCH BULLDOG,"Bull Dog, French",2,2,F,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
SHIH TZU,Shih Tzu,10,10,N,F,F
SHARPEI,SHARPEI,7,7,S,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
SHIH TZU,Shih Tzu,13,13,N,F,F
UNKNOWN,SCHITZU,U,U,F,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,12,12,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,3M,0.25,N,F,F
RHOD RIDGEBACK,Rhodesian Ridgeback,9,9,N,F,F
MIX,MALTESE MIX,5,5,M,F,F
PIT MIX,Pit Bull,7,7,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
SCHNAUZER STAND,"Schnauzer, Standard",U,U,U,F,F
CHIHUAHUA,Chihuahua,4,4,M,F,F
MIX,MIXED BREED,3,3,N,F,F
MIX,TERRIER MIX,20,20,M,F,F
HAVANESE,Havanese,6,6,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,8,8,M,F,F
MIX,CHIHUAHUA / JACK RUSSELL MIX,12,12,N,F,F
LABRADOR RETR,Labrador Retriever,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,5,5,N,F,F
ROTTWEILER,Rottweiler,8,8,M,F,F
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,CHIHUAHUA/TERRIER/SHIBA INU,5,5,N,F,F
DOBERMAN PINSCH,Doberman Pinscher,U,U,U,F,F
UNKNOWN,Schipperkee,12,12,N,F,F
PIT MIX,Pit Bull,U,U,U,F,F
POMERANIAN,Pomeranian,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,7,7,S,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,1,1,M,F,F
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,5,5,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,1,1,M,F,F
PIT MIX,Pit Bull,U,U,U,F,F
MIX,CHIHUAHUA MIX,7,7,N,F,F
UNKNOWN,UNKNOWN,7,7,N,F,F
SHIH TZU,Shih Tzu,U,U,U,F,F
UNKNOWN,UNKNOWN,2,2,M,F,F
UNKNOWN,UNKNOWN,1,1,M,F,F
MALTESE,Maltese,1,1,M,F,F
PIT MIX,Pit Bull,U,U,U,F,F
MIX,PITBULL MIX,2,2,F,F,F
PIT MIX,Pit Bull,U,U,F,F,F
,,U,U,U,F,T
,,U,U,U,F,T
UNKNOWN,UNKNOWN,1,1,F,F,F
MIX,TERRIER/OTHER,U,U,F,F,F
ENG BULLDOG,"Bull Dog, English",4,4,S,F,F
SIBERIAN HUSKY,Siberian Husky,7M,0.58,F,F,F
UNKNOWN,UNKNOWN,7,7,S,F,F
UNKNOWN,UNKNOWN,7,7,N,F,F
LABRADOR RETR,Labrador Retriever,U,U,U,F,F
,,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,2,2,M,F,F
MIX,Cocker Spaniel Crossbreed,8,8,N,F,F
SCHNAUZER MIN,"Schnauzer, Miniature",11,11,N,F,F
LABRADOR RETR,Labrador Retriever,U,U,U,F,F
BEAGLE,Beagle,U,U,U,F,F
MIX,Labradoodle,2,2,S,F,F
MIX,Beagle Crossbreed,U,U,S,F,F
TERRIER,TERRIER,U,U,U,F,F
MIX,SHEPHERD MIX,3,3,F,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,SAPSAL,4,4,F,F,F
GREYHOUND,Greyhound,U,U,U,F,F
MIX,BEAGLE AND BLUE HEELER MIX,1,1,S,F,F
AUST SHEPHERD,Australian Shepherd,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
SHIBA INU,Shiba Inu,4,4,N,F,F
PIT MIX,Pit Bull,3,3,N,F,F
POODLE MIN,"Poodle, Miniature",1,1,N,F,F
MIX,Mixed/Other,U,U,U,F,F
SHIH TZU,Shih Tzu,4,4,N,F,F
PIT MIX,Pit Bull,U,U,U,F,F
COCKER SPAN,Cocker Spaniel,U,U,U,F,F
MIX,POODLE MIX,6,6,S,F,F
UNKNOWN,Russian Wolfhound,2,2,N,F,F
MIX,HOUND MIX,10M,0.83,N,F,F
BULL TERRIER,ENGLISH STAFFORDSHIRE BULL TERRIER,2,2,N,F,F
BICHON FRISE,Bichon Frise,U,U,U,F,F
MIX,SMALL MIXED BREED/TERRIER MIX,2,2,N,F,F
DACHSHUND,DACHSHUND,U,U,U,F,F
YORKSHIRE TERR,Yorkshire Terrier,U,U,U,F,F
GOLDEN RETR,Golden Retriever,2,2,N,F,F
SCHNAUZER MIN,"Schnauzer, Miniature",10,10,N,F,F
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,4,4,M,F,F
CHIHUAHUA,Chihuahua,10,10,S,F,F
SHIH TZU,Shih Tzu,U,U,U,F,F
UNKNOWN,RUSSIAN TERRIER,8,8,N,F,F
YORKSHIRE TERR,Yorkshire Terrier,6,6,S,F,F
COCKER SPAN,Cocker Spaniel,3,3,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
POODLE STND,"Poodle, Standard",17,17,N,F,F
TERRIER,TERRIER,5,5,N,F,F
JACK RUSS TERR,RUSSELL TERRIER,7,7,N,F,F
,,U,U,U,F,T
GERM SHEPHERD,German Shepherd,9,9,M,F,F
YORKSHIRE TERR,Yorkshire Terrier,5,5,M,F,F
YORKSHIRE TERR,Yorkshire Terrier,U,U,U,F,F
JACK RUSS TERR,RUSSELL TERR,1,1,N,F,F
UNKNOWN,UNKNOWN,2,2,M,F,F
CHIHUAHUA,Chihuahua,U,U,U,F,F
MIX,UNKNOWN/ROTTWEILER,13,13,S,F,F
UNKNOWN,UNKNOWN,1,1,M,F,F
UNKNOWN,UNKNOWN,1,1,M,F,F
BULLDOG,AMERICAN BULLY,3,3,F,F,F
PIT MIX,Pit Bull,8,8,M,F,F
PIT MIX,Pit Bull,7,7,F,F,F
UNKNOWN,UNKNOWN,3,3,M,F,F
POODLE STND,"Poodle, Standard",U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
AMER ESKIMO,American Eskimo,13,13,N,F,F
UNKNOWN,UNKNOWN,2,2,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,U,U,M,F,F
UNKNOWN,UNKNOWN,8,8,F,F,F
ENG BULLDOG,"Bull Dog, English",4,4,S,F,F
UNKNOWN,UNKNOWN,5,5,N,F,F
UNKNOWN,UNKNOWN,5,5,M,F,F
ROTTWEILER,Rottweiler,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,6,6,N,F,F
JACK RUSS TERR,Jack Russ,12,12,N,F,F
SHIH TZU,Shih Tzu,U,U,U,F,F
MIN PINSCHER,Miniature Pinscher,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
PIT MIX,Pit Bull,1,1,N,F,F
SHIH TZU,Shih Tzu,4,4,M,F,F
POODLE STND,"Poodle, Standard",U,U,U,F,F
,,U,U,U,F,T
LABRADOR RETR,Labrador Retriever,4,4,N,F,F
BULLMASTIFF,"Mastiff, Bull",2,2,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,12,12,M,F,F
MALTESE,Maltese,12,12,S,F,F
UNKNOWN,UNKNOWN,1,1,M,F,F
CHOW CHOW,Chow Chow,U,U,U,F,F
MIX,AUSTRALIAN CATTLE MIX,6,6,N,F,F
FRENCH BULLDOG,"Bull Dog, French",5M,0.42,S,F,F
BULLDOG,AMERICAN BULLY,11M,0.92,F,F,F
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,3,3,F,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,5,5,F,F,F
UNKNOWN,UNKNOWN,1,1,M,F,F
UNKNOWN,UNKNOWN,8,8,M,F,F
DACHSHUND,Dachshund Smooth Coat Miniature,8M,0.67,N,F,F
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,8,8,S,F,F
BOSTON TERRIER,Boston Terrier,14,14,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
MALTESE,Maltese,U,U,U,F,F
BULLDOG,Bull dog,U,U,U,F,F
POODLE STND,"Poodle, Standard",U,U,U,F,F
BOSTON TERRIER,Boston Terrier,3,3,N,F,F
DACHSHUND,Dachshund Smooth Coat Miniature,4,4,S,F,F
,,U,U,U,F,T
TERRIER,TERRIER,3,3,N,F,F
PIT MIX,Pit Bull,4,4,M,F,F
SHIH TZU,Shih Tzu,4,4,N,F,F
MIX,BEAGLE MIXED,3,3,S,F,F
RHOD RIDGEBACK,Rhodesian Ridgeback,U,U,U,F,F
NEWFOUNDLAND,Newfoundland,11,11,N,F,F
MIX,MIXED,U,U,U,F,F
UNKNOWN,UNKNOWN,6,6,N,F,F
CHIHUAHUA,Chihuahua,U,U,U,F,F
LABRADOR RETR,LABRADOR,2,2,U,F,F
BOXER,Boxer,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
ROTTWEILER,Rottweiler,4,4,M,F,F
PIT MIX,Pit Bull,2M,0.17,N,F,F
MIX,SHIH TZU / MALTESE MIX,2M,0.17,M,F,F
AUST SHEPHERD,Australian Shepherd,6,6,N,F,F
MIX,Mixed/Other,3,3,M,F,F
,,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
PIT MIX,Pit Bull,2M,0.17,M,F,F
PIT MIX,Pit Bull,11M,0.92,N,F,F
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
LABRADOR RETR,Labrador Retriever,U,U,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
GOLDEN RETR,Golden Retriever,U,U,U,F,F
MIX,LABRADOR MIX,10M,0.83,N,F,F
PIT MIX,American Pit Bull Mix / Pit Bull Mix,7,7,N,F,F
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,2,2,M,F,F
COCKER SPAN,Cocker Spaniel,U,U,U,F,F
TERRIER,TERRIER,U,U,U,F,F
MIX,SPANIEL MIX,5,5,S,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,11M,0.92,N,F,F
PIT MIX,Pit Bull,2,2,M,F,F
